"","SpecName","PalmTribe","PalmSubfamily","AverageFruitLength_cm","accAfrica","moist0_dry1","genus","species","area_code_l3","area","region","continent","Americas","Asia","Africa","Madagascar","Pacific","accRealm"
"15","Acrocomia_aculeata","Cocoseae","Arecoideae","4.25","0","0","Acrocomia","aculeata","WIN","Windward Is.","Caribbean","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"16","Acrocomia_aculeata","Cocoseae","Arecoideae","4.25","0","0","Acrocomia","aculeata","BLZ","Belize","Central America","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"17","Acrocomia_aculeata","Cocoseae","Arecoideae","4.25","0","0","Acrocomia","aculeata","MXG","Mexico Gulf","Mexico","NORTHERN AMERICA","1","0","0","0","0","Americas"
"18","Acrocomia_aculeata","Cocoseae","Arecoideae","4.25","0","0","Acrocomia","aculeata","HAI","Haiti","Caribbean","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"19","Acrocomia_aculeata","Cocoseae","Arecoideae","4.25","0","0","Acrocomia","aculeata","MXT","Mexico Southeast","Mexico","NORTHERN AMERICA","1","0","0","0","0","Americas"
"20","Acrocomia_aculeata","Cocoseae","Arecoideae","4.25","0","0","Acrocomia","aculeata","HON","Honduras","Central America","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"21","Acrocomia_aculeata","Cocoseae","Arecoideae","4.25","0","0","Acrocomia","aculeata","BZE","Brazil Northeast","Brazil","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"22","Acrocomia_aculeata","Cocoseae","Arecoideae","4.25","0","0","Acrocomia","aculeata","COS","Costa Rica","Central America","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"23","Acrocomia_aculeata","Cocoseae","Arecoideae","4.25","0","0","Acrocomia","aculeata","VNA","Venezuelan Antilles","Caribbean","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"24","Acrocomia_aculeata","Cocoseae","Arecoideae","4.25","0","0","Acrocomia","aculeata","BZC","Brazil West-Central","Brazil","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"25","Acrocomia_aculeata","Cocoseae","Arecoideae","4.25","0","0","Acrocomia","aculeata","NIC","Nicaragua","Central America","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"26","Acrocomia_aculeata","Cocoseae","Arecoideae","4.25","0","0","Acrocomia","aculeata","CLM","Colombia","Western South America","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"27","Acrocomia_aculeata","Cocoseae","Arecoideae","4.25","0","0","Acrocomia","aculeata","CUB","Cuba","Caribbean","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"28","Acrocomia_aculeata","Cocoseae","Arecoideae","4.25","0","0","Acrocomia","aculeata","BZL","Brazil Southeast","Brazil","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"29","Acrocomia_aculeata","Cocoseae","Arecoideae","4.25","0","0","Acrocomia","aculeata","GUY","Guyana","Northern South America","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"30","Acrocomia_aculeata","Cocoseae","Arecoideae","4.25","0","0","Acrocomia","aculeata","GUA","Guatemala","Central America","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"31","Acrocomia_aculeata","Cocoseae","Arecoideae","4.25","0","0","Acrocomia","aculeata","MXS","Mexico Southwest","Mexico","NORTHERN AMERICA","1","0","0","0","0","Americas"
"32","Acrocomia_crispa","Cocoseae","Arecoideae","2.5","0","0","Acrocomia","crispa","CUB","Cuba","Caribbean","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"33","Acrocomia_emensis","Cocoseae","Arecoideae","2","0","1","Acrocomia","emensis","BZC","Brazil West-Central","Brazil","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"34","Acrocomia_emensis","Cocoseae","Arecoideae","2","0","1","Acrocomia","emensis","BZL","Brazil Southeast","Brazil","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"35","Acrocomia_emensis","Cocoseae","Arecoideae","2","0","1","Acrocomia","emensis","BZS","Brazil South","Brazil","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"36","Acrocomia_hassleri","Cocoseae","Arecoideae","2.25","0","1","Acrocomia","hassleri","BZC","Brazil West-Central","Brazil","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"37","Acrocomia_hassleri","Cocoseae","Arecoideae","2.25","0","1","Acrocomia","hassleri","PAR","Paraguay","Southern South America","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"38","Acrocomia_intumescens","Cocoseae","Arecoideae","4.6","0","0","Acrocomia","intumescens","BZE","Brazil Northeast","Brazil","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"39","Acrocomia_totai","Cocoseae","Arecoideae","3","0","0","Acrocomia","totai","BZS","Brazil South","Brazil","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"40","Acrocomia_totai","Cocoseae","Arecoideae","3","0","0","Acrocomia","totai","PAR","Paraguay","Southern South America","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"41","Acrocomia_totai","Cocoseae","Arecoideae","3","0","0","Acrocomia","totai","BOL","Bolivia","Western South America","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"42","Acrocomia_totai","Cocoseae","Arecoideae","3","0","0","Acrocomia","totai","BZC","Brazil West-Central","Brazil","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"43","Acrocomia_totai","Cocoseae","Arecoideae","3","0","0","Acrocomia","totai","AGE","Argentina Northeast","Southern South America","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"44","Acrocomia_totai","Cocoseae","Arecoideae","3","0","0","Acrocomia","totai","AGW","Argentina Northwest","Southern South America","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"45","Actinokentia_divaricata","Areceae","Arecoideae","2.6","0","0","Actinokentia","divaricata","NWC","New Caledonia","Southwestern Pacific","PACIFIC","0","0","0","0","0",NA
"46","Actinokentia_huerlimannii","Areceae","Arecoideae","3","0","0","Actinokentia","huerlimannii","NWC","New Caledonia","Southwestern Pacific","PACIFIC","0","0","0","0","0",NA
"47","Actinorhytis_calapparia","Areceae","Arecoideae","10","0","0","Actinorhytis","calapparia","SUM","Sumatera","Malesia","ASIA-TROPICAL","0","1","0","0","0","Asia"
"48","Actinorhytis_calapparia","Areceae","Arecoideae","10","0","0","Actinorhytis","calapparia","SOL","Solomon Is.","Papuasia","ASIA-TROPICAL","0","1","0","0","0","Asia"
"49","Actinorhytis_calapparia","Areceae","Arecoideae","10","0","0","Actinorhytis","calapparia","MLY","Malaya","Malesia","ASIA-TROPICAL","0","1","0","0","0","Asia"
"50","Actinorhytis_calapparia","Areceae","Arecoideae","10","0","0","Actinorhytis","calapparia","NWG","New Guinea","Papuasia","ASIA-TROPICAL","0","1","0","0","0","Asia"
"51","Actinorhytis_calapparia","Areceae","Arecoideae","10","0","0","Actinorhytis","calapparia","THA","Thailand","Indo-China","ASIA-TROPICAL","0","1","0","0","0","Asia"
"52","Adonidia_merrillii","Areceae","Arecoideae","2.5","0","0","Adonidia","merrillii","WIN","Windward Is.","Caribbean","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"53","Adonidia_merrillii","Areceae","Arecoideae","2.5","0","0","Adonidia","merrillii","COM","Comoros","Western Indian Ocean","AFRICA","0","0","1","0","0","Africa"
"54","Adonidia_merrillii","Areceae","Arecoideae","2.5","0","0","Adonidia","merrillii","DOM","Dominican Republic","Caribbean","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"55","Adonidia_merrillii","Areceae","Arecoideae","2.5","0","0","Adonidia","merrillii","PHI","Philippines","Malesia","ASIA-TROPICAL","0","1","0","0","0","Asia"
"56","Adonidia_merrillii","Areceae","Arecoideae","2.5","0","0","Adonidia","merrillii","HAI","Haiti","Caribbean","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"57","Adonidia_merrillii","Areceae","Arecoideae","2.5","0","0","Adonidia","merrillii","BOR","Borneo","Malesia","ASIA-TROPICAL","0","1","0","0","0","Asia"
"58","Adonidia_merrillii","Areceae","Arecoideae","2.5","0","0","Adonidia","merrillii","COO","Cook Is.","South-Central Pacific","PACIFIC","0","0","0","0","0",NA
"59","Adonidia_merrillii","Areceae","Arecoideae","2.5","0","0","Adonidia","merrillii","LEE","Leeward Is.","Caribbean","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"60","Adonidia_merrillii","Areceae","Arecoideae","2.5","0","0","Adonidia","merrillii","PUE","Puerto Rico","Caribbean","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"61","Adonidia_merrillii","Areceae","Arecoideae","2.5","0","0","Adonidia","merrillii","TRT","Trinidad-Tobago","Caribbean","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"62","Aiphanes_acanthophylla","Cocoseae","Arecoideae","1.4","0","0","Aiphanes","acanthophylla","DOM","Dominican Republic","Caribbean","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"63","Aiphanes_acanthophylla","Cocoseae","Arecoideae","1.4","0","0","Aiphanes","acanthophylla","PUE","Puerto Rico","Caribbean","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"64","Aiphanes_acaulis","Cocoseae","Arecoideae","1","0","0","Aiphanes","acaulis","CLM","Colombia","Western South America","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"65","Aiphanes_bicornis","Cocoseae","Arecoideae","0.6","0","0","Aiphanes","bicornis","ECU","Ecuador","Western South America","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"66","Aiphanes_chiribogensis","Cocoseae","Arecoideae","1.1","0","0","Aiphanes","chiribogensis","ECU","Ecuador","Western South America","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"67","Aiphanes_deltoidea","Cocoseae","Arecoideae","1.3","0","0","Aiphanes","deltoidea","BZN","Brazil North","Brazil","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"68","Aiphanes_deltoidea","Cocoseae","Arecoideae","1.3","0","0","Aiphanes","deltoidea","CLM","Colombia","Western South America","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"69","Aiphanes_deltoidea","Cocoseae","Arecoideae","1.3","0","0","Aiphanes","deltoidea","PER","Peru","Western South America","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"70","Aiphanes_duquei","Cocoseae","Arecoideae","1.05","0","0","Aiphanes","duquei","CLM","Colombia","Western South America","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"71","Aiphanes_eggersii","Cocoseae","Arecoideae","1.75","0","1","Aiphanes","eggersii","ECU","Ecuador","Western South America","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"72","Aiphanes_erinacea","Cocoseae","Arecoideae","0.75","0","0","Aiphanes","erinacea","ECU","Ecuador","Western South America","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"73","Aiphanes_erinacea","Cocoseae","Arecoideae","0.75","0","0","Aiphanes","erinacea","CLM","Colombia","Western South America","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"74","Aiphanes_gelatinosa","Cocoseae","Arecoideae","1.5","0","0","Aiphanes","gelatinosa","CLM","Colombia","Western South America","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"75","Aiphanes_gelatinosa","Cocoseae","Arecoideae","1.5","0","0","Aiphanes","gelatinosa","ECU","Ecuador","Western South America","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"76","Aiphanes_graminifolia","Cocoseae","Arecoideae","0.5","0","0","Aiphanes","graminifolia","CLM","Colombia","Western South America","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"77","Aiphanes_grandis","Cocoseae","Arecoideae","2.15","0","0","Aiphanes","grandis","ECU","Ecuador","Western South America","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"78","Aiphanes_hirsuta","Cocoseae","Arecoideae","1.35","0","0","Aiphanes","hirsuta","ECU","Ecuador","Western South America","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"79","Aiphanes_hirsuta","Cocoseae","Arecoideae","1.35","0","0","Aiphanes","hirsuta","CLM","Colombia","Western South America","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"80","Aiphanes_hirsuta","Cocoseae","Arecoideae","1.35","0","0","Aiphanes","hirsuta","PAN","Panamá","Central America","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"81","Aiphanes_hirsuta","Cocoseae","Arecoideae","1.35","0","0","Aiphanes","hirsuta","COS","Costa Rica","Central America","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"82","Aiphanes_horrida","Cocoseae","Arecoideae","1.95","0","0","Aiphanes","horrida","BZN","Brazil North","Brazil","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"83","Aiphanes_horrida","Cocoseae","Arecoideae","1.95","0","0","Aiphanes","horrida","TRT","Trinidad-Tobago","Caribbean","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"84","Aiphanes_horrida","Cocoseae","Arecoideae","1.95","0","0","Aiphanes","horrida","PER","Peru","Western South America","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"85","Aiphanes_horrida","Cocoseae","Arecoideae","1.95","0","0","Aiphanes","horrida","CLM","Colombia","Western South America","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"86","Aiphanes_horrida","Cocoseae","Arecoideae","1.95","0","0","Aiphanes","horrida","BOL","Bolivia","Western South America","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"87","Aiphanes_horrida","Cocoseae","Arecoideae","1.95","0","0","Aiphanes","horrida","VEN","Venezuela","Northern South America","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"88","Aiphanes_lindeniana","Cocoseae","Arecoideae","1.5","0","0","Aiphanes","lindeniana","CLM","Colombia","Western South America","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"89","Aiphanes_lindeniana","Cocoseae","Arecoideae","1.5","0","0","Aiphanes","lindeniana","VEN","Venezuela","Northern South America","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"90","Aiphanes_linearis","Cocoseae","Arecoideae","4.5","0","0","Aiphanes","linearis","CLM","Colombia","Western South America","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"91","Aiphanes_macroloba","Cocoseae","Arecoideae","1","0","0","Aiphanes","macroloba","ECU","Ecuador","Western South America","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"92","Aiphanes_macroloba","Cocoseae","Arecoideae","1","0","0","Aiphanes","macroloba","CLM","Colombia","Western South America","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"93","Aiphanes_minima","Cocoseae","Arecoideae","1.4","0","1","Aiphanes","minima","WIN","Windward Is.","Caribbean","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"94","Aiphanes_minima","Cocoseae","Arecoideae","1.4","0","1","Aiphanes","minima","TRT","Trinidad-Tobago","Caribbean","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"95","Aiphanes_multiplex","Cocoseae","Arecoideae","1.6","0","0","Aiphanes","multiplex","CLM","Colombia","Western South America","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"96","Aiphanes_parvifolia","Cocoseae","Arecoideae","0.85","0","0","Aiphanes","parvifolia","CLM","Colombia","Western South America","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"97","Aiphanes_pilaris","Cocoseae","Arecoideae","4.7","0","0","Aiphanes","pilaris","CLM","Colombia","Western South America","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"98","Aiphanes_simplex","Cocoseae","Arecoideae","0.9","0","0","Aiphanes","simplex","CLM","Colombia","Western South America","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"99","Aiphanes_spicata","Cocoseae","Arecoideae","1","0","0","Aiphanes","spicata","PER","Peru","Western South America","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"100","Aiphanes_tricuspidata","Cocoseae","Arecoideae","0.75","0","0","Aiphanes","tricuspidata","ECU","Ecuador","Western South America","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"101","Aiphanes_tricuspidata","Cocoseae","Arecoideae","0.75","0","0","Aiphanes","tricuspidata","CLM","Colombia","Western South America","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"102","Aiphanes_ulei","Cocoseae","Arecoideae","0.7","0","0","Aiphanes","ulei","BZN","Brazil North","Brazil","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"103","Aiphanes_ulei","Cocoseae","Arecoideae","0.7","0","0","Aiphanes","ulei","ECU","Ecuador","Western South America","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"104","Aiphanes_ulei","Cocoseae","Arecoideae","0.7","0","0","Aiphanes","ulei","CLM","Colombia","Western South America","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"105","Aiphanes_ulei","Cocoseae","Arecoideae","0.7","0","0","Aiphanes","ulei","PER","Peru","Western South America","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"106","Aiphanes_verrucosa","Cocoseae","Arecoideae","2.25","0","0","Aiphanes","verrucosa","ECU","Ecuador","Western South America","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"107","Aiphanes_weberbaueri","Cocoseae","Arecoideae","0.85","0","0","Aiphanes","weberbaueri","PER","Peru","Western South America","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"108","Aiphanes_weberbaueri","Cocoseae","Arecoideae","0.85","0","0","Aiphanes","weberbaueri","ECU","Ecuador","Western South America","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"109","Allagoptera_arenaria","Cocoseae","Arecoideae","1.6","0","0","Allagoptera","arenaria","BZS","Brazil South","Brazil","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"110","Allagoptera_arenaria","Cocoseae","Arecoideae","1.6","0","0","Allagoptera","arenaria","BZL","Brazil Southeast","Brazil","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"111","Allagoptera_arenaria","Cocoseae","Arecoideae","1.6","0","0","Allagoptera","arenaria","BZE","Brazil Northeast","Brazil","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"112","Allagoptera_brevicalyx","Cocoseae","Arecoideae","1.75","0","1","Allagoptera","brevicalyx","BZE","Brazil Northeast","Brazil","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"113","Allagoptera_campestris","Cocoseae","Arecoideae","1.35","0","1","Allagoptera","campestris","PAR","Paraguay","Southern South America","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"114","Allagoptera_campestris","Cocoseae","Arecoideae","1.35","0","1","Allagoptera","campestris","BZE","Brazil Northeast","Brazil","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"115","Allagoptera_campestris","Cocoseae","Arecoideae","1.35","0","1","Allagoptera","campestris","BZL","Brazil Southeast","Brazil","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"116","Allagoptera_campestris","Cocoseae","Arecoideae","1.35","0","1","Allagoptera","campestris","BZN","Brazil North","Brazil","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"117","Allagoptera_campestris","Cocoseae","Arecoideae","1.35","0","1","Allagoptera","campestris","AGE","Argentina Northeast","Southern South America","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"118","Allagoptera_campestris","Cocoseae","Arecoideae","1.35","0","1","Allagoptera","campestris","BZC","Brazil West-Central","Brazil","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"119","Allagoptera_campestris","Cocoseae","Arecoideae","1.35","0","1","Allagoptera","campestris","BZS","Brazil South","Brazil","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"120","Allagoptera_caudescens","Cocoseae","Arecoideae","4.25","0","0","Allagoptera","caudescens","BZL","Brazil Southeast","Brazil","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"121","Allagoptera_caudescens","Cocoseae","Arecoideae","4.25","0","0","Allagoptera","caudescens","BZE","Brazil Northeast","Brazil","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"122","Allagoptera_leucocalyx","Cocoseae","Arecoideae","2.65","0","1","Allagoptera","leucocalyx","PAR","Paraguay","Southern South America","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"123","Allagoptera_leucocalyx","Cocoseae","Arecoideae","2.65","0","1","Allagoptera","leucocalyx","BZE","Brazil Northeast","Brazil","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"124","Allagoptera_leucocalyx","Cocoseae","Arecoideae","2.65","0","1","Allagoptera","leucocalyx","BZS","Brazil South","Brazil","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"125","Allagoptera_leucocalyx","Cocoseae","Arecoideae","2.65","0","1","Allagoptera","leucocalyx","BZN","Brazil North","Brazil","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"126","Allagoptera_leucocalyx","Cocoseae","Arecoideae","2.65","0","1","Allagoptera","leucocalyx","BOL","Bolivia","Western South America","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"127","Allagoptera_leucocalyx","Cocoseae","Arecoideae","2.65","0","1","Allagoptera","leucocalyx","AGE","Argentina Northeast","Southern South America","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"128","Allagoptera_leucocalyx","Cocoseae","Arecoideae","2.65","0","1","Allagoptera","leucocalyx","BZC","Brazil West-Central","Brazil","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"129","Allagoptera_leucocalyx","Cocoseae","Arecoideae","2.65","0","1","Allagoptera","leucocalyx","BZL","Brazil Southeast","Brazil","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"130","Ammandra_decasperma","Phytelepheae","Ceroxyloideae","10","0","0","Ammandra","decasperma","CLM","Colombia","Western South America","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"131","Ammandra_decasperma","Phytelepheae","Ceroxyloideae","10","0","0","Ammandra","decasperma","ECU","Ecuador","Western South America","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"132","Aphandra_natalia","Phytelepheae","Ceroxyloideae","4.75","0","0","Aphandra","natalia","ECU","Ecuador","Western South America","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"133","Aphandra_natalia","Phytelepheae","Ceroxyloideae","4.75","0","0","Aphandra","natalia","BZN","Brazil North","Brazil","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"134","Aphandra_natalia","Phytelepheae","Ceroxyloideae","4.75","0","0","Aphandra","natalia","PER","Peru","Western South America","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"135","Archontophoenix_alexandrae","Areceae","Arecoideae","1.1","0","0","Archontophoenix","alexandrae","QLD","Queensland","Australia","AUSTRALASIA","0","0","0","0","1","Pacific"
"136","Archontophoenix_alexandrae","Areceae","Arecoideae","1.1","0","0","Archontophoenix","alexandrae","TRT","Trinidad-Tobago","Caribbean","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"137","Archontophoenix_alexandrae","Areceae","Arecoideae","1.1","0","0","Archontophoenix","alexandrae","HAW","Hawaii","North-Central Pacific","PACIFIC","0","0","0","0","0",NA
"138","Archontophoenix_cunninghamiana","Areceae","Arecoideae","1.25","0","0","Archontophoenix","cunninghamiana","TRT","Trinidad-Tobago","Caribbean","SOUTHERN AMERICA","1","0","0","0","0","Americas"
"139","Archontophoenix_cunninghamiana","Areceae","Arecoideae","1.25","0","0","Archontophoenix","cunninghamiana","NSW","New South Wales","Australia","AUSTRALASIA","0","0","0","0","1","Pacific"
"140","Archontophoenix_cunninghamiana","Areceae","Arecoideae","1.25","0","0","Archontophoenix","cunninghamiana","NZN","New Zealand North","New Zealand","AUSTRALASIA","0","0","0","0","1","Pacific"
"141","Archontophoenix_cunninghamiana","Areceae","Arecoideae","1.25","0","0","Archontophoenix","cunninghamiana","QLD","Queensland","Australia","AUSTRALASIA","0","0","0","0","1","Pacific"
"142","Archontophoenix_maxima","Areceae","Arecoideae","1.25","0","0","Archontophoenix","maxima","QLD","Queensland","Australia","AUSTRALASIA","0","0","0","0","1","Pacific"
"143","Archontophoenix_myolensis","Areceae","Arecoideae","1.7","0","0","Archontophoenix","myolensis","QLD","Queensland","Australia","AUSTRALASIA","0","0","0","0","1","Pacific"
"144","Archontophoenix_purpurea","Areceae","Arecoideae","2.3","0","0","Archontophoenix","purpurea","QLD","Queensland","Australia","AUSTRALASIA","0","0","0","0","1","Pacific"
"145","Archontophoenix_tuckeri","Areceae","Arecoideae","2","0","0","Archontophoenix","tuckeri","QLD","Queensland","Australia","AUSTRALASIA","0","0","0","0","1","Pacific"
"146","Areca_abdulrahmanii","Areceae","Arecoideae","4","0","0","Areca","abdulrahmanii","BOR","Borneo","Malesia","ASIA-TROPICAL","0","1","0","0","0","Asia"
"147","Areca_ahmadii","Areceae","Arecoideae","4.3","0","0","Areca","ahmadii","BOR","Borneo","Malesia","ASIA-TROPICAL","0","1","0","0","0","Asia"
"148","Areca_andersonii","Areceae","Arecoideae","2.1","0","0","Areca","andersonii","BOR","Borneo","Malesia","ASIA-TROPICAL","0","1","0","0","0","Asia"
"149","Areca_arundinacea","Areceae","Arecoideae","1.9","0","0","Areca","arundinacea","BOR","Borneo","Malesia","ASIA-TROPICAL","0","1","0","0","0","Asia"
"150","Areca_bakeri","Areceae","Arecoideae","6.26","0","0","Areca","bakeri","BOR","Borneo","Malesia","ASIA-TROPICAL","0","1","0","0","0","Asia"
